name,mob_id,source_url,image_url,face_shape,eye_style,expression,body_type,color_tone,human_like,animal_like,blob_like,ghost_like,object_like,plant_like,cute_level,dark_level,power_level,energy,shape_tag,eye_tag,expression_tag,species_tag,mood_tag,color_tag,size_tag,feature_tag,match_tags,match_note
라이칸스로프,8140000,https://mapledb.kr/search.php?q=8140000&t=mob,https://maplestory.io/api/KMS/389/mob/8140000/render/stand,wide,sharp,scary,animal,neutral,0,10,0,0,0,0,1,8,7,6,wide-face,sharp-eye,scary,animal,dark,gray,large,monster-like,"wide-face,sharp-eye,scary,animal,dark,gray,large,monster-like","무서운 외형과 강한 분위기로, 강렬한 인상의 사람과 매칭하기 좋음"
하프,8140001,https://mapledb.kr/search.php?q=8140001&t=mob,https://maplestory.io/api/KMS/389/mob/8140001/render/stand,round,big,playful,animal,cool,0,10,0,0,0,0,9,1,2,6,round,big-eye,playful,animal,cute,blue,small,pet-like,"round,big-eye,playful,animal,cute,blue,small,pet-like","귀엽고 둥글며 장난기 있는 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
블러드 하프,8140002,https://mapledb.kr/search.php?q=8140002&t=mob,https://maplestory.io/api/KMS/389/mob/8140002/render/stand,round,big,playful,animal,bright,0,10,0,0,0,0,9,0,2,6,round,big-eye,playful,animal,cute,pink,small,pet-like,"round,big-eye,playful,animal,cute,pink,small,pet-like","귀엽고 둥글며 장난기 가득한 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
다크 예티와 페페,8140100,https://mapledb.kr/search.php?q=8140100&t=mob,https://maplestory.io/api/KMS/389/mob/8140100/render/stand,round,big,playful,animal,neutral,0,10,0,0,0,0,7,2,4,6,round,big-eye,playful,animal,cool,gray,medium,pet-like,"round,big-eye,playful,animal,cool,gray,medium,pet-like","귀엽고 장난기 있는 외형으로, 애완동물 같은 사람과 잘 어울림"
붉은 켄타우로스,8140102,https://mapledb.kr/search.php?q=8140102&t=mob,https://maplestory.io/api/KMS/389/mob/8140102/render/stand,round,simple,angry,humanoid,red,8,2,0,0,0,0,2,3,7,6,round,simple-eye,angry,human,strong,red,medium,warrior,"round,simple-eye,angry,human,strong,red,medium,warrior","전사 같은 강한 인상으로, 강렬한 표정을 가진 사람과 매칭하기 좋음"
푸른 켄타우로스,8140103,https://mapledb.kr/search.php?q=8140103&t=mob,https://maplestory.io/api/KMS/389/mob/8140103/render/stand,round,simple,gentle,humanoid,blue,8,2,0,0,0,0,4,2,6,7,round,simple-eye,gentle,human,calm,blue,medium,npc-like,"round,simple-eye,gentle,human,calm,blue,medium,npc-like",부드러운 인상과 둥근 외형으로 친근한 느낌의 사람과 매칭하기 좋음
버크,8140110,https://mapledb.kr/search.php?q=8140110&t=mob,https://maplestory.io/api/KMS/389/mob/8140110/render/stand,round,sleepy,gentle,blob,neutral,0,0,10,0,0,0,9,1,2,4,round,sleepy-eye,gentle,blob,cute,gray,small,jelly,"round,sleepy-eye,gentle,blob,cute,gray,small,jelly",둥글고 부드러운 외형으로 귀엽고 온화한 인상의 사람과 잘 어울림
클라크,8140200,https://mapledb.kr/search.php?q=8140200&t=mob,https://maplestory.io/api/KMS/389/mob/8140200/render/stand,none,none,blank,object,neutral,0,0,0,0,10,0,2,3,5,4,no-face,no-eye,blank,object,dark,gray,medium,render-risk,"no-face,no-eye,blank,object,dark,gray,medium,render-risk","특징이 없는 외형으로, 일반적인 사람과의 매칭이 어려운 형태입니다."
다크 클라크,8140300,https://mapledb.kr/search.php?q=8140300&t=mob,https://maplestory.io/api/KMS/389/mob/8140300/render/stand,none,none,scary,ghost,dark,0,0,0,10,0,0,1,9,6,4,no-face,no-eye,scary,ghost,dark,black,medium,shadow,"no-face,no-eye,scary,ghost,dark,black,medium,shadow","어두운 분위기와 무서운 인상으로, 신비롭고 음산한 느낌의 사람과 매칭하기 좋음"
폭렬 망둥이집,8140555,https://mapledb.kr/search.php?q=8140555&t=mob,https://maplestory.io/api/KMS/389/mob/8140555/render/stand,none,big,playful,blob,neutral,0,0,10,0,0,0,7,2,4,6,no-face,big-eye,playful,blob,cute,mixed-color,medium,jelly,"no-face,big-eye,playful,blob,cute,mixed-color,medium,jelly",말랑하고 장난기 가득한 외형으로 귀여운 인상의 사람과 잘 어울림
본피쉬,8140600,https://mapledb.kr/search.php?q=8140600&t=mob,https://maplestory.io/api/KMS/389/mob/8140600/render/stand,none,big,scary,fish,neutral,0,0,0,0,0,0,1,8,6,4,no-face,big-eye,scary,fish,dark,gray,medium,undead,"no-face,big-eye,scary,fish,dark,gray,medium,undead",어두운 분위기와 무서운 인상으로 강렬한 느낌의 사람과 매칭하기 좋음
레드 드래곤터틀,8140701,https://mapledb.kr/search.php?q=8140701&t=mob,https://maplestory.io/api/KMS/389/mob/8140701/render/stand,wide,simple,angry,animal,mixed,0,10,0,0,0,0,2,4,7,6,wide-face,simple-eye,angry,animal,strong,brown,large,monster-like,"wide-face,simple-eye,angry,animal,strong,brown,large,monster-like",강력한 외형과 화난 표정으로 강한 인상의 사람과 매칭하기 좋음
브레스튼,8140703,https://mapledb.kr/search.php?q=8140703&t=mob,https://maplestory.io/api/KMS/389/mob/8140703/render/stand,wide,angry,scary,animal,mixed,0,10,0,0,0,0,2,5,7,6,wide-face,angry-eye,scary,animal,wild,orange,large,monster-like,"wide-face,angry-eye,scary,animal,wild,orange,large,monster-like",강렬한 표정과 넓은 얼굴형으로 강한 인상을 주는 사람과 매칭하기 좋음
바이킹,8141000,https://mapledb.kr/search.php?q=8141000&t=mob,https://maplestory.io/api/KMS/389/mob/8141000/render/stand,round,sharp,scary,humanoid,dark,8,0,0,0,0,0,1,7,6,4,round,sharp-eye,scary,human,dark,black,medium,npc-like,"round,sharp-eye,scary,human,dark,black,medium,npc-like",둥글고 위협적인 외형으로 강렬한 인상의 사람과 매칭하기 좋음
스퀴드,8141300,https://mapledb.kr/search.php?q=8141300&t=mob,https://maplestory.io/api/KMS/389/mob/8141300/render/stand,none,none,blank,blob,cool,0,0,10,0,0,0,3,2,5,4,no-face,no-eye,blank,blob,calm,blue,medium,jelly,"no-face,no-eye,blank,blob,calm,blue,medium,jelly","특징이 없는 둥글고 부드러운 외형으로, 차분한 인상의 사람과 매칭하기 좋음"
팬텀워치,8142000,https://mapledb.kr/search.php?q=8142000&t=mob,https://maplestory.io/api/KMS/389/mob/8142000/render/stand,round,big,mysterious,ghost,cool,0,0,0,10,0,0,2,7,4,3,round,big-eye,mysterious,ghost,dark,blue,medium,shadow,"round,big-eye,mysterious,ghost,dark,blue,medium,shadow","신비로운 외형과 어두운 분위기로, 신비로운 느낌의 사람과 매칭하기 좋음"
리셀스퀴드,8142100,https://mapledb.kr/search.php?q=8142100&t=mob,https://maplestory.io/api/KMS/389/mob/8142100/render/stand,round,simple,mysterious,blob,mixed,0,0,10,0,0,0,4,2,5,6,round,simple-eye,mysterious,blob,cool,purple,medium,jelly,"round,simple-eye,mysterious,blob,cool,purple,medium,jelly",둥글고 신비로운 외형이라 독특한 매력을 가진 사람과 매칭하기 좋음
샤크,8150100,https://mapledb.kr/search.php?q=8150100&t=mob,https://maplestory.io/api/KMS/389/mob/8150100/render/stand,round,simple,playful,blob,cool,0,0,10,0,0,0,7,1,4,6,round,simple-eye,playful,blob,cute,blue,medium,jelly,"round,simple-eye,playful,blob,cute,blue,medium,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
그린코니언,8150200,https://mapledb.kr/search.php?q=8150200&t=mob,https://maplestory.io/api/KMS/389/mob/8150200/render/stand,sharp,sharp,angry,mixed,green,3,4,0,0,0,0,2,4,7,6,sharp,sharp-eye,angry,mixed-body,wild,green,medium,warrior,"sharp,sharp-eye,angry,mixed-body,wild,green,medium,warrior","날카로운 외형과 강한 인상으로, 강렬한 분위기를 가진 사람과 매칭하기 좋음"
레드 와이번,8150300,https://mapledb.kr/search.php?q=8150300&t=mob,https://maplestory.io/api/KMS/389/mob/8150300/render/stand,sharp,sharp,angry,animal,red,0,10,0,0,0,0,2,5,8,7,sharp,sharp-eye,angry,animal,wild,red,medium,monster-like,"sharp,sharp-eye,angry,animal,wild,red,medium,monster-like",날카로운 외형과 강렬한 표정으로 강하고 야생적인 인상의 사람과 매칭하기 좋음
다크 와이번,8150302,https://mapledb.kr/search.php?q=8150302&t=mob,https://maplestory.io/api/KMS/389/mob/8150302/render/stand,sharp,angry,scary,ghost,dark,0,0,0,10,0,0,1,9,7,6,sharp,angry-eye,scary,ghost,dark,black,medium,shadow,"sharp,angry-eye,scary,ghost,dark,black,medium,shadow",어두운 분위기와 날카로운 외형으로 무서운 인상의 사람과 매칭하기 좋음
타나토스,8170000,https://mapledb.kr/search.php?q=8170000&t=mob,https://maplestory.io/api/KMS/389/mob/8170000/render/stand,none,big,scary,ghost,dark,0,0,0,10,0,0,1,9,7,4,no-face,big-eye,scary,ghost,dark,black,medium,shadow,"no-face,big-eye,scary,ghost,dark,black,medium,shadow","어두운 분위기와 무서운 인상으로, 신비롭고 강력한 느낌의 사람과 매칭하기 좋음"
마뇽,8180000,https://mapledb.kr/search.php?q=8180000&t=mob,https://maplestory.io/api/KMS/389/mob/8180000/render/stand,wide,angry,scary,mixed,red,0,5,0,0,0,0,1,7,8,6,wide-face,angry-eye,scary,mixed-body,dark,red,large,monster-like,"wide-face,angry-eye,scary,mixed-body,dark,red,large,monster-like","강렬한 외형과 무서운 표정으로, 강력하고 어두운 분위기의 사람과 매칭하기 좋음"
네스트골렘,8190002,https://mapledb.kr/search.php?q=8190002&t=mob,https://maplestory.io/api/KMS/389/mob/8190002/render/stand,round,big,playful,plant,green,0,0,0,0,0,10,7,1,4,6,round,big-eye,playful,plant,bright,green,medium,wood,"round,big-eye,playful,plant,bright,green,medium,wood","둥글고 귀여운 식물형 외형으로, 밝고 활기찬 인상의 사람과 매칭하기 좋음"
스켈레곤,8190003,https://mapledb.kr/search.php?q=8190003&t=mob,https://maplestory.io/api/KMS/389/mob/8190003/render/stand,sharp,simple,scary,ghost,neutral,0,0,0,10,0,0,1,8,6,4,sharp,simple-eye,scary,ghost,dark,gray,medium,undead,"sharp,simple-eye,scary,ghost,dark,gray,medium,undead",날카로운 외형과 무서운 인상으로 어두운 분위기의 사람과 매칭하기 좋음
스켈로스,8190004,https://mapledb.kr/search.php?q=8190004&t=mob,https://maplestory.io/api/KMS/389/mob/8190004/render/stand,none,simple,scary,ghost,dark,0,0,0,10,0,0,1,9,7,4,no-face,no-eye,scary,ghost,dark,black,medium,undead,"no-face,no-eye,scary,ghost,dark,black,medium,undead","어두운 분위기와 무서운 인상으로, 강렬한 캐릭터와 매칭하기 좋음"
엘리쟈,8220000,https://mapledb.kr/search.php?q=8220000&t=mob,https://maplestory.io/api/KMS/389/mob/8220000/render/stand,round,big,angry,animal,dark,0,10,0,0,0,0,2,8,6,7,round,big-eye,angry,animal,wild,black,medium,monster-like,"round,big-eye,angry,animal,wild,black,medium,monster-like",강렬한 표정과 어두운 색조로 인해 강하고 야생적인 인상의 사람과 매칭하기 좋음
스노우맨,8220001,https://mapledb.kr/search.php?q=8220001&t=mob,https://maplestory.io/api/KMS/389/mob/8220001/render/stand,round,simple,playful,blob,mixed,0,0,10,0,0,0,7,1,4,6,round,simple-eye,playful,blob,cute,white,medium,jelly,"round,simple-eye,playful,blob,cute,white,medium,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
키메라,8220002,https://mapledb.kr/search.php?q=8220002&t=mob,https://maplestory.io/api/KMS/389/mob/8220002/render/stand,square,big,mysterious,mixed,green,2,1,0,0,5,2,3,2,6,4,sharp,big-eye,mysterious,mixed-body,magic,green,medium,npc-like,"sharp,big-eye,mysterious,mixed-body,magic,green,medium,npc-like",신비로운 외형과 강한 인상을 주는 사람과 매칭하기 좋음
레비아탄,8220003,https://mapledb.kr/search.php?q=8220003&t=mob,https://maplestory.io/api/KMS/389/mob/8220003/render/stand,sharp,sharp,scary,mixed,cool,0,0,0,0,0,0,1,8,7,6,sharp,sharp-eye,scary,mixed-body,dark,blue,large,monster-like,"sharp,sharp-eye,scary,mixed-body,dark,blue,large,monster-like",날카로운 외형과 무서운 표정으로 강렬한 인상의 사람과 매칭하기 좋음
로우 다크스타,8500003,https://mapledb.kr/search.php?q=8500003&t=mob,https://maplestory.io/api/KMS/389/mob/8500003/render/stand,round,simple,scary,ghost,dark,0,0,0,10,0,0,1,8,5,4,round,simple-eye,scary,ghost,dark,black,small,shadow,"round,simple-eye,scary,ghost,dark,black,small,shadow",어두운 분위기와 둥근 형태로 신비롭고 무서운 인상의 사람과 매칭하기 좋음
하이 다크스타,8500004,https://mapledb.kr/search.php?q=8500004&t=mob,https://maplestory.io/api/KMS/389/mob/8500004/render/stand,round,simple,scary,blob,dark,0,0,10,0,0,0,2,8,5,4,round,simple-eye,scary,blob,dark,black,small,jelly,"round,simple-eye,scary,blob,dark,black,small,jelly",어두운 색상과 둥글고 말랑한 외형으로 신비롭고 무서운 인상의 사람과 매칭하기 좋음
피아누스,8510000,https://mapledb.kr/search.php?q=8510000&t=mob,https://maplestory.io/api/KMS/389/mob/8510000/render/stand,round,small,angry,fish,warm,0,0,0,0,0,0,2,3,6,4,round,small-eye,angry,fish,strong,red,medium,monster-like,"round,small-eye,angry,fish,strong,red,medium,monster-like","둥글고 강한 인상의 외형으로, 강렬한 표정을 가진 사람과 매칭하기 좋음"
블러드붐,8510100,https://mapledb.kr/search.php?q=8510100&t=mob,https://maplestory.io/api/KMS/389/mob/8510100/render/stand,none,big,scary,blob,dark,0,0,10,0,0,0,1,8,6,4,no-face,big-eye,scary,blob,dark,black,medium,shadow,"no-face,big-eye,scary,blob,dark,black,medium,shadow",어두운 색상과 무서운 인상으로 인해 신비롭고 강렬한 분위기의 사람과 매칭하기 좋음
자쿰,8800000,https://mapledb.kr/search.php?q=8800000&t=mob,https://maplestory.io/api/KMS/389/mob/8800000/render/stand,square,none,scary,object,neutral,0,0,0,0,10,0,1,8,7,4,square,no-eye,scary,object,dark,gray,large,stone,"square,no-eye,scary,object,dark,gray,large,stone","무겁고 어두운 외형으로 강력한 인상을 주며, 무서운 분위기의 사람과 매칭하기 좋음"
그린 코니언,8810022,https://mapledb.kr/search.php?q=8810022&t=mob,https://maplestory.io/api/KMS/389/mob/8810022/render/stand,sharp,sharp,angry,animal,green,0,10,0,0,0,0,2,4,7,6,sharp,sharp-eye,angry,animal,wild,green,medium,monster-like,"sharp,sharp-eye,angry,animal,wild,green,medium,monster-like","날카로운 외형과 강한 인상으로, 강렬한 분위기를 가진 사람과 매칭하기 좋음"
다크 코니언,8810023,https://mapledb.kr/search.php?q=8810023&t=mob,https://maplestory.io/api/KMS/389/mob/8810023/render/stand,sharp,sharp,scary,mixed,dark,5,5,0,0,0,0,1,8,7,6,sharp,sharp-eye,scary,mixed-body,dark,black,large,monster-like,"sharp,sharp-eye,scary,mixed-body,dark,black,large,monster-like","강렬하고 날카로운 외형으로, 강한 인상을 주는 사람과 매칭하기 좋음"
하인즈의 분신,9001001,https://mapledb.kr/search.php?q=9001001&t=mob,https://maplestory.io/api/KMS/389/mob/9001001/render/stand,round,big,mysterious,mixed,cool,8,0,0,0,0,0,2,3,6,4,round,big-eye,mysterious,human,magic,blue,medium,mage,"round,big-eye,mysterious,human,magic,blue,medium,mage","신비로운 마법사 외형으로, 신비로운 분위기를 가진 사람과 매칭하기 좋음"
헬레나의 분신,9001002,https://mapledb.kr/search.php?q=9001002&t=mob,https://maplestory.io/api/KMS/389/mob/9001002/render/stand,round,big,gentle,humanoid,neutral,8,0,0,0,0,0,6,1,4,5,round,big-eye,gentle,human,calm,gray,medium,npc-like,"round,big-eye,gentle,human,calm,gray,medium,npc-like",부드러운 인상과 둥근 얼굴형으로 친근한 느낌의 사람과 매칭하기 좋음
다크로드의 분신,9001003,https://mapledb.kr/search.php?q=9001003&t=mob,https://maplestory.io/api/KMS/389/mob/9001003/render/stand,sharp,sharp,mysterious,humanoid,dark,10,0,0,0,0,0,1,8,6,4,sharp,sharp-eye,mysterious,human,dark,black,medium,npc-like,"sharp,sharp-eye,mysterious,human,dark,black,medium,npc-like","신비로운 분위기와 날카로운 외형으로, 강렬한 인상을 주는 사람과 매칭하기 좋음"
수련용 허수아비,9001007,https://mapledb.kr/search.php?q=9001007&t=mob,https://maplestory.io/api/KMS/389/mob/9001007/render/stand,none,none,blank,object,mixed,0,0,0,0,10,0,2,1,4,3,no-face,no-eye,blank,object,calm,brown,medium,wood,"no-face,no-eye,blank,object,calm,brown,medium,wood","무표정하고 단순한 형태로, 사람과의 매칭이 어려운 오브젝트 타입"
슈퍼 슬라임,9100000,https://mapledb.kr/search.php?q=9100000&t=mob,https://maplestory.io/api/KMS/389/mob/9100000/render/stand,round,simple,happy,blob,green,0,0,10,0,0,0,8,1,3,5,round,simple-eye,happy,blob,cute,green,small,jelly,"round,simple-eye,happy,blob,cute,green,small,jelly",둥글고 말랑한 외형이라 귀엽고 단순한 인상의 사람과 매칭하기 좋음
울트라 주니어 네키,9100003,https://mapledb.kr/search.php?q=9100003&t=mob,https://maplestory.io/api/KMS/389/mob/9100003/render/stand,round,big,playful,blob,green,0,0,10,0,0,0,9,0,2,6,round,big-eye,playful,blob,cute,green,small,jelly,"round,big-eye,playful,blob,cute,green,small,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
슈퍼 트릭스터,9100005,https://mapledb.kr/search.php?q=9100005&t=mob,https://maplestory.io/api/KMS/389/mob/9100005/render/stand,round,big,playful,blob,neutral,0,0,10,0,0,0,9,2,4,6,round,big-eye,playful,blob,cute,gray,small,jelly,"round,big-eye,playful,blob,cute,gray,small,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
슈퍼 그린 트릭스터,9100006,https://mapledb.kr/search.php?q=9100006&t=mob,https://maplestory.io/api/KMS/389/mob/9100006/render/stand,round,big,playful,blob,green,0,0,10,0,0,0,9,1,2,6,round,big-eye,playful,blob,cute,green,small,jelly,"round,big-eye,playful,blob,cute,green,small,jelly","둥글고 귀여운 외형으로, 장난기 가득한 인상의 사람과 잘 어울림"
슈퍼 리본돼지,9100007,https://mapledb.kr/search.php?q=9100007&t=mob,https://maplestory.io/api/KMS/389/mob/9100007/render/stand,round,big,playful,animal,mixed,0,10,0,0,0,0,9,0,2,6,round,big-eye,playful,animal,cute,pink,small,pet-like,"round,big-eye,playful,animal,cute,pink,small,pet-like","귀엽고 둥글며 장난기 있는 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
슈퍼 검은 양,9100010,https://mapledb.kr/search.php?q=9100010&t=mob,https://maplestory.io/api/KMS/389/mob/9100010/render/stand,round,sharp,angry,animal,dark,0,10,0,0,0,0,2,7,6,4,round,sharp-eye,angry,animal,dark,black,medium,monster-like,"round,sharp-eye,angry,animal,dark,black,medium,monster-like",둥글고 어두운 외형으로 강렬한 인상의 사람과 매칭하기 좋음
미믹,9300004,https://mapledb.kr/search.php?q=9300004&t=mob,https://maplestory.io/api/KMS/389/mob/9300004/render/stand,square,sharp,scary,object,yellow,0,0,0,0,10,0,1,5,7,6,sharp,sharp-eye,scary,object,dark,yellow,medium,monster-like,"sharp,sharp-eye,scary,object,dark,yellow,medium,monster-like",무서운 외형과 날카로운 눈매로 강렬한 인상을 주는 사람과 매칭하기 좋음
차원의 라츠,9300005,https://mapledb.kr/search.php?q=9300005&t=mob,https://maplestory.io/api/KMS/389/mob/9300005/render/stand,round,simple,playful,blob,cool,0,0,10,0,0,0,9,0,2,6,round,simple-eye,playful,blob,cute,blue,small,jelly,"round,simple-eye,playful,blob,cute,blue,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
차원의 블록퍼스,9300007,https://mapledb.kr/search.php?q=9300007&t=mob,https://maplestory.io/api/KMS/389/mob/9300007/render/stand,round,simple,playful,blob,cool,0,0,10,0,0,0,7,1,2,6,round,simple-eye,playful,blob,cute,purple,small,jelly,"round,simple-eye,playful,blob,cute,purple,small,jelly",둥글고 말랑한 외형으로 귀엽고 장난기 있는 인상의 사람과 매칭하기 좋음
차원의 블록골렘,9300009,https://mapledb.kr/search.php?q=9300009&t=mob,https://maplestory.io/api/KMS/389/mob/9300009/render/stand,square,none,blank,object,yellow,0,0,0,0,10,0,2,0,6,4,square,no-eye,blank,object,hard,yellow,medium,stone,"square,no-eye,blank,object,hard,yellow,medium,stone",각진 형태와 단순한 표정으로 기계적이고 강한 인상의 사람과 매칭하기 좋음
알리샤르,9300012,https://mapledb.kr/search.php?q=9300012&t=mob,https://maplestory.io/api/KMS/389/mob/9300012/render/stand,round,simple,happy,blob,neutral,0,0,10,0,0,0,7,1,2,4,round,simple-eye,happy,blob,cute,gray,medium,jelly,"round,simple-eye,happy,blob,cute,gray,medium,jelly",둥글고 말랑한 외형이라 귀엽고 단순한 인상의 사람과 매칭하기 좋음
차원의 킹 블록골렘,9300013,https://mapledb.kr/search.php?q=9300013&t=mob,https://maplestory.io/api/KMS/389/mob/9300013/render/stand,square,simple,blank,object,cool,0,0,0,0,10,0,1,2,8,6,square,simple-eye,blank,object,hard,blue,medium,metal,"square,simple-eye,blank,object,hard,blue,medium,metal",각진 형태와 차가운 색조로 강한 인상의 사람과 매칭하기 좋음
차원의 다크아이,9300014,https://mapledb.kr/search.php?q=9300014&t=mob,https://maplestory.io/api/KMS/389/mob/9300014/render/stand,none,big,scary,ghost,dark,0,0,0,10,0,0,1,9,7,4,no-face,big-eye,scary,ghost,dark,black,medium,shadow,"no-face,big-eye,scary,ghost,dark,black,medium,shadow",어두운 분위기와 무서운 인상으로 신비로운 느낌의 사람과 매칭하기 좋음
머슬스톤,9300020,https://mapledb.kr/search.php?q=9300020&t=mob,https://maplestory.io/api/KMS/389/mob/9300020/render/stand,square,simple,blank,object,neutral,0,0,0,0,10,0,2,3,7,4,square,simple-eye,blank,object,hard,gray,medium,stone,"square,simple-eye,blank,object,hard,gray,medium,stone",단단하고 각진 외형으로 강한 인상의 사람과 매칭하기 좋음
블랙 나이트,9300022,https://mapledb.kr/search.php?q=9300022&t=mob,https://maplestory.io/api/KMS/389/mob/9300022/render/stand,none,simple,scary,ghost,dark,0,0,0,10,0,0,1,9,7,4,no-face,no-eye,scary,ghost,dark,black,medium,shadow,"no-face,no-eye,scary,ghost,dark,black,medium,shadow",어두운 분위기와 무서운 인상으로 신비롭고 음산한 느낌의 사람과 매칭하기 좋음
퍼펫골렘,9300024,https://mapledb.kr/search.php?q=9300024&t=mob,https://maplestory.io/api/KMS/389/mob/9300024/render/stand,square,simple,scary,object,neutral,0,0,0,0,10,0,1,5,7,4,square,simple-eye,scary,object,dark,gray,medium,stone,"square,simple-eye,scary,object,dark,gray,medium,stone",각진 형태와 무서운 표정으로 강렬한 인상의 사람과 매칭하기 좋음
가고일,9300025,https://mapledb.kr/search.php?q=9300025&t=mob,https://maplestory.io/api/KMS/389/mob/9300025/render/stand,sharp,sharp,scary,ghost,dark,2,0,0,8,0,0,1,8,6,4,sharp,sharp-eye,scary,ghost,dark,gray,medium,undead,"sharp,sharp-eye,scary,ghost,dark,gray,medium,undead",날카로운 외형과 무서운 인상으로 어두운 분위기를 가진 사람과 매칭하기 좋음
사자석상 A,9300029,https://mapledb.kr/search.php?q=9300029&t=mob,https://maplestory.io/api/KMS/389/mob/9300029/render/stand,sharp,simple,scary,object,neutral,0,0,0,0,10,0,1,5,7,4,sharp,simple-eye,scary,object,dark,gray,medium,stone,"sharp,simple-eye,scary,object,dark,gray,medium,stone",날카로운 외형과 무서운 표정으로 강렬한 인상의 사람과 매칭하기 좋음
사자석상 B,9300030,https://mapledb.kr/search.php?q=9300030&t=mob,https://maplestory.io/api/KMS/389/mob/9300030/render/stand,wide,sharp,scary,object,neutral,0,0,0,0,10,0,1,5,7,4,wide-face,sharp-eye,scary,object,dark,gray,medium,stone,"wide-face,sharp-eye,scary,object,dark,gray,medium,stone",무서운 표정과 넓은 얼굴형으로 강렬한 인상의 사람과 매칭하기 좋음
기사석상 A,9300031,https://mapledb.kr/search.php?q=9300031&t=mob,https://maplestory.io/api/KMS/389/mob/9300031/render/stand,none,none,blank,object,neutral,0,0,0,0,10,0,1,3,8,4,no-face,no-eye,blank,object,hard,gray,medium,stone,"no-face,no-eye,blank,object,hard,gray,medium,stone",무표정의 돌로 만들어진 기사석상으로 강하고 단단한 인상의 사람과 매칭하기 좋음
파파픽시,9300039,https://mapledb.kr/search.php?q=9300039&t=mob,https://maplestory.io/api/KMS/389/mob/9300039/render/stand,round,simple,gentle,blob,cool,0,0,10,0,0,0,7,1,2,4,round,simple-eye,gentle,blob,cute,blue,small,jelly,"round,simple-eye,gentle,blob,cute,blue,small,jelly",둥글고 부드러운 외형으로 귀엽고 온화한 인상의 사람과 잘 어울림
여신 탑의 샐리온,9300040,https://mapledb.kr/search.php?q=9300040&t=mob,https://maplestory.io/api/KMS/389/mob/9300040/render/stand,round,big,playful,animal,mixed,0,10,0,0,0,0,9,0,2,6,round,big-eye,playful,animal,cute,white,small,pet-like,"round,big-eye,playful,animal,cute,white,small,pet-like","귀엽고 장난기 가득한 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
여신 탑의 라이오너,9300043,https://mapledb.kr/search.php?q=9300043&t=mob,https://maplestory.io/api/KMS/389/mob/9300043/render/stand,round,big,playful,animal,neutral,0,10,0,0,0,0,9,0,4,6,round,big-eye,playful,animal,cute,gray,small,pet-like,"round,big-eye,playful,animal,cute,gray,small,pet-like","귀엽고 장난기 있는 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
여신 탑의 루나픽시,9300045,https://mapledb.kr/search.php?q=9300045&t=mob,https://maplestory.io/api/KMS/389/mob/9300045/render/stand,round,simple,mysterious,ghost,cool,0,0,0,10,0,0,2,5,4,3,round,simple-eye,mysterious,ghost,dark,blue,small,shadow,"round,simple-eye,mysterious,ghost,dark,blue,small,shadow",신비로운 외형으로 어두운 분위기의 사람과 매칭하기 좋음
여신 탑의 러스터픽시,9300047,https://mapledb.kr/search.php?q=9300047&t=mob,https://maplestory.io/api/KMS/389/mob/9300047/render/stand,round,big,happy,blob,bright,0,0,10,0,0,0,9,0,2,6,round,big-eye,happy,blob,cute,yellow,small,jelly,"round,big-eye,happy,blob,cute,yellow,small,jelly","둥글고 귀여운 외형으로, 밝고 행복한 인상의 사람과 매칭하기 좋음"
여신 탑의 네펜데스,9300048,https://mapledb.kr/search.php?q=9300048&t=mob,https://maplestory.io/api/KMS/389/mob/9300048/render/stand,none,none,none,plant,bright,0,0,0,0,0,10,6,2,4,7,no-face,no-eye,blank,plant,bright,pink,small,wood,"no-face,no-eye,blank,plant,bright,pink,small,wood",식물형으로 밝고 귀여운 인상의 사람과 매칭하기 좋음
여신 탑의 주니어 샐리온,9300051,https://mapledb.kr/search.php?q=9300051&t=mob,https://maplestory.io/api/KMS/389/mob/9300051/render/stand,round,big,playful,animal,bright,0,10,0,0,0,0,9,0,2,6,round,big-eye,playful,animal,cute,white,small,pet-like,"round,big-eye,playful,animal,cute,white,small,pet-like","귀엽고 둥글며 장난기 가득한 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
여신 탑의 주니어 라이오너,9300052,https://mapledb.kr/search.php?q=9300052&t=mob,https://maplestory.io/api/KMS/389/mob/9300052/render/stand,round,big,playful,animal,neutral,0,10,0,0,0,0,9,1,2,6,round,big-eye,playful,animal,cute,gray,small,pet-like,"round,big-eye,playful,animal,cute,gray,small,pet-like","귀엽고 장난기 있는 외형으로, 사랑스러운 인상의 사람과 잘 어울림"
