name,mob_id,source_url,face_shape,vibe,cute_level,dark_level,power_level,description,image_url,human_match_score,face_visibility,object_like,animal_like,plant_like,eye_style,mouth_style,body_type,color_tone,match_tags,match_note
호문스큘러,8110300,https://mapledb.kr/search.php?q=8110300&t=mob,round,mysterious,4,6,5,"뚱뚱하고 불길한 표정, 특이한 생김새로 신비로운 느낌",https://maplestory.io/api/KMS/389/mob/8110300/render/stand,3,5,7,2,1,none,angry,blob,dark,"뚱뚱한,불길한,신비로운,몬스터,귀여운","사람 얼굴과의 유사성은 낮지만, 독특한 생김새로 인해 몬스터 특성이 잘 드러남."
주니어 발록,8130100,https://mapledb.kr/search.php?q=8130100&t=mob,sharp,strong,2,8,9,"강하고 위협적인 인상, 날카로운 이빨과 강한 팔",https://maplestory.io/api/KMS/389/mob/8130100/render/stand,4,6,2,3,1,sharp,angry,humanoid,dark,"강력한,위협적인,악마,몬스터,날카로운","강하고 위협적인 인상을 주는 몬스터로, 사람 얼굴과의 닮은꼴 매칭은 낮은 편."
라이칸스로프,8140000,https://mapledb.kr/search.php?q=8140000&t=mob,sharp,dark,2,8,7,검고 날카로운 인상과 위압감 있는 모습,https://maplestory.io/api/KMS/389/mob/8140000/render/stand,4,6,2,8,1,sharp,neutral,animal,dark,"늑대,강력함,어둠,신비로움,공격적",강렬한 인상과 날카로운 특징으로 인해 사람 얼굴 닮은꼴 매칭이 낮음.
하프,8140001,https://mapledb.kr/search.php?q=8140001&t=mob,round,cute,8,1,3,작고 귀여운 외형과 색상이 조화를 이루며 상냥한 인상을 준다.,https://maplestory.io/api/KMS/389/mob/8140001/render/stand,6,7,2,5,1,big,smile,animal,bright,"귀여운,작은,동물,밝은,상냥한",작고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 높음.
블러드 하프,8140002,https://mapledb.kr/search.php?q=8140002&t=mob,round,cute,8,2,3,작고 귀여운 외형에 화려한 색채,https://maplestory.io/api/KMS/389/mob/8140002/render/stand,6,8,2,5,1,big,smile,animal,bright,"귀여운,작은,화려한,동물,색채가 풍부한",작고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
다크 예티와 페페,8140100,https://mapledb.kr/search.php?q=8140100&t=mob,round,playful,7,2,5,펭귄이 꼭대기에 앉아 있는 거대한 털복숭이 몬스터,https://maplestory.io/api/KMS/389/mob/8140100/render/stand,4,3,2,6,1,none,neutral,blob,neutral,"털복숭이,펭귄,귀여운,몬스터,다크","사람 얼굴 닮은꼴 매칭 관점에서 털복숭이와 펭귄의 조합으로 귀여운 느낌이 있지만, 얼굴이 잘 보이지 않아 낮은 점수."
붉은 켄타우로스,8140102,https://mapledb.kr/search.php?q=8140102&t=mob,round,strong,3,2,8,강인한 인상과 무장을 한 모습,https://maplestory.io/api/KMS/389/mob/8140102/render/stand,6,7,2,4,1,none,neutral,humanoid,neutral,"전사,강인함,무장,신화적,케르베로스","강인한 인상과 무장을 한 모습으로, 사람의 얼굴과 닮은꼴 요소가 일부 존재함."
푸른 켄타우로스,8140103,https://mapledb.kr/search.php?q=8140103&t=mob,round,calm,6,2,7,전투 장비를 착용한 온화한 느낌의 켄타우로스,https://maplestory.io/api/KMS/389/mob/8140103/render/stand,5,6,2,4,1,none,neutral,humanoid,cool,"켄타우로스,온화한,전투,푸른,몬스터",온화한 느낌의 켄타우로스는 사람 얼굴과의 닮은꼴 매칭에서 중간 정도의 점수를 기록합니다.
버크,8140110,https://mapledb.kr/search.php?q=8140110&t=mob,round,cute,8,1,2,부드럽고 통통한 몸집에 귀여운 모습,https://maplestory.io/api/KMS/389/mob/8140110/render/stand,5,4,3,7,1,none,neutral,animal,neutral,"귀여운,동물,부드러운,통통한,편안한","부드럽고 귀여운 외모로 사람 얼굴과의 닮은꼴 매칭이 가능하지만, 얼굴이 잘 보이지 않아 점수가 낮음."
클라크,8140200,https://mapledb.kr/search.php?q=8140200&t=mob,square,mysterious,3,7,5,기괴한 형태와 신비로운 분위기를 가진 시계 기계,https://maplestory.io/api/KMS/389/mob/8140200/render/stand,2,3,8,1,1,none,none,object,dark,"기계,신비로운,기괴한,시계,몬스터","사람 얼굴과의 유사성이 낮고, 기계적인 형태로 인해 사물에 가까운 특징을 가짐."
다크 클라크,8140300,https://mapledb.kr/search.php?q=8140300&t=mob,square,mysterious,2,8,7,기계적이고 기괴한 모습에 신비로운 분위기를 지닌 몬스터,https://maplestory.io/api/KMS/389/mob/8140300/render/stand,3,2,8,1,1,none,none,object,dark,"기계적,신비로운,괴기한,어두운,강력한",사람 얼굴 닮은꼴 매칭이 어려운 기계적 형태의 몬스터.
폭렬 망둥이집,8140555,https://mapledb.kr/search.php?q=8140555&t=mob,round,mysterious,3,6,5,수중에서 눈에 띄는 기괴한 모습,https://maplestory.io/api/KMS/389/mob/8140555/render/stand,2,3,7,2,1,big,none,object,neutral,"기괴한,수중,눈,형태,신비로운","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받는 몬스터로, 주로 물체에 가까운 형태."
본피쉬,8140600,https://mapledb.kr/search.php?q=8140600&t=mob,none,dark/mysterious,2,9,5,"어두운 느낌의 생명 없는 모습, 뼈로 이루어진 신비로운 형상",https://maplestory.io/api/KMS/389/mob/8140600/render/stand,1,2,8,1,1,none,angry,object,dark,"어두운,신비로운,뼈,몬스터,비현실적","사람 얼굴과의 유사성이 낮고, 주로 물체로 인식됨."
레드 드래곤터틀,8140701,https://mapledb.kr/search.php?q=8140701&t=mob,round,strong,3,5,8,강력한 몸체와 날카로운 등껍질을 가진 포악한 모습,https://maplestory.io/api/KMS/389/mob/8140701/render/stand,4,6,3,7,1,none,neutral,animal,neutral,"드래곤,강력한,포악한,몬스터,레드","강력한 외형을 가진 몬스터로, 사람 얼굴과의 닮은꼴 매칭은 낮은 편."
브레스튼,8140703,https://mapledb.kr/search.php?q=8140703&t=mob,wide,strong,3,4,7,브레스튼의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/KMS/389/mob/8140703/render/stand,5,6,3,7,1,none,neutral,animal,warm,"강력한,동물형,중립적인,강렬한,귀여운","강력한 외형을 가진 동물형 몬스터로, 사람 얼굴과의 닮은꼴 매칭이 가능하지만 제한적이다."
바이킹,8141000,https://mapledb.kr/search.php?q=8141000&t=mob,round,strong,3,4,8,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/8141000/render/stand,5,4,7,1,1,none,neutral,object,dark,"전투적,강력한,각진,전통적인,기계적",사람 닮은꼴 매칭 관점에서 중간 정도의 유사성을 보임.
스퀴드,8141300,https://mapledb.kr/search.php?q=8141300&t=mob,round,mysterious,3,7,5,둥글고 부드러운 외형이지만 음산한 인상,https://maplestory.io/api/KMS/389/mob/8141300/render/stand,2,2,7,3,1,none,none,blob,dark,"스퀴드,음산한,둥글고 부드러운,신비로운,몬스터","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받는 몬스터로, 얼굴이 잘 보이지 않음."
팬텀워치,8142000,https://mapledb.kr/search.php?q=8142000&t=mob,round,mysterious,6,7,5,"둥글고 기묘한 외형, 다소 불길한 분위기를 지닌 몬스터",https://maplestory.io/api/KMS/389/mob/8142000/render/stand,4,3,6,2,1,none,neutral,blob,cool,"팬텀,신비로운,둥글다,어두운,괴물","사람 얼굴 닮은꼴 매칭 관점에서, 몬스터의 둥글고 기묘한 외형이 사람의 특징과는 다소 거리가 있지만, 귀여운 요소가 있어 낮은 점수를 부여함."
리셀스퀴드,8142100,https://mapledb.kr/search.php?q=8142100&t=mob,round,mysterious,4,6,5,타원형이며 기묘한 느낌을 주는 외형,https://maplestory.io/api/KMS/389/mob/8142100/render/stand,2,3,7,2,1,none,none,blob,dark,"기묘한,타원형,신비로운,몬스터,리셀스퀴드","사람 얼굴과의 유사성이 낮고, 주로 물체와 비슷한 형태를 가짐."
샤크,8150100,https://mapledb.kr/search.php?q=8150100&t=mob,round,strong,3,4,8,"둥글고 강력한 인상, 약간의 위협적인 요소가 있음",https://maplestory.io/api/KMS/389/mob/8150100/render/stand,4,6,5,7,1,none,angry,fish,blue,"강력한,위협적인,둥글다,물고기,메이플스토리","강력한 인상을 주는 물고기 형태의 몬스터로, 사람 얼굴과의 닮은꼴 매칭은 낮은 편."
그린코니언,8150200,https://mapledb.kr/search.php?q=8150200&t=mob,sharp,strong,3,4,8,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/8150200/render/stand,5,6,3,4,1,sharp,neutral,humanoid,green,"전투적,강력한,드래곤,몬스터,그린","강력한 인상을 주는 몬스터로, 사람 얼굴과의 유사성은 중간 정도."
레드 와이번,8150300,https://mapledb.kr/search.php?q=8150300&t=mob,sharp,strong,3,6,8,각지고 강한 인상이며 공격적인 분위기를 지님,https://maplestory.io/api/KMS/389/mob/8150300/render/stand,4,5,2,7,1,sharp,angry,animal,red,"드래곤,공격적,강한,레드,비행","강한 인상과 공격적인 분위기를 가진 몬스터로, 사람 얼굴과의 닮은꼴 매칭은 낮은 편."
다크 와이번,8150302,https://mapledb.kr/search.php?q=8150302&t=mob,round,dark,3,8,7,"둥글고 음산한 인상, 강한 외형",https://maplestory.io/api/KMS/389/mob/8150302/render/stand,4,6,2,5,1,none,neutral,animal,dark,"드래곤,어두운,강한,몬스터,비행","어두운 느낌의 드래곤 형태로, 사람 얼굴과의 닮은꼴 매칭은 낮은 편."
타나토스,8170000,https://mapledb.kr/search.php?q=8170000&t=mob,sharp,dark/mysterious,1,9,8,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/8170000/render/stand,3,4,6,1,1,sharp,none,humanoid,dark,"어둠,신비,강력,몬스터,고대",어두운 분위기와 신비로운 외형으로 사람 얼굴과의 매칭이 낮음.
마뇽,8180000,https://mapledb.kr/search.php?q=8180000&t=mob,round,strong,4,3,7,부드러운 타원형 외형에 강인한 인상,https://maplestory.io/api/KMS/389/mob/8180000/render/stand,4,5,3,6,1,none,neutral,humanoid,warm,"드래곤,강인함,귀여움,몬스터,타원형","강인한 인상을 주지만, 사람 얼굴과의 유사성은 낮음."
네스트골렘,8190002,https://mapledb.kr/search.php?q=8190002&t=mob,round,cute,8,2,3,"둥글고 부드러운 외형, 귀여운 인상",https://maplestory.io/api/KMS/389/mob/8190002/render/stand,6,4,5,2,3,big,smile,object,bright,"귀여운,몬스터,자연,둥글다,식물","부드러운 외형과 귀여운 인상으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 얼굴이 잘 보이지 않아 점수가 낮음."
스켈레곤,8190003,https://mapledb.kr/search.php?q=8190003&t=mob,sharp,dark,3,8,6,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/8190003/render/stand,4,3,7,5,1,none,neutral,ghost,neutral,"스켈레톤,어두운,신비로운,몬스터,게임","스켈레곤은 사람 얼굴과의 유사성이 낮고, 주로 유령 같은 느낌을 주는 몬스터입니다."
스켈로스,8190004,https://mapledb.kr/search.php?q=8190004&t=mob,sharp,dark,2,8,7,각지고 음산한 인상,https://maplestory.io/api/KMS/389/mob/8190004/render/stand,3,2,8,1,1,none,angry,ghost,dark,"스켈레톤,어두운,무서운,신비로운,몬스터","사람 얼굴과의 유사성이 낮고, 주로 물체나 유령 같은 느낌을 줌."
엘리쟈,8220000,https://mapledb.kr/search.php?q=8220000&t=mob,round,dark,4,8,6,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/8220000/render/stand,5,7,3,6,1,sharp,angry,animal,dark,"어두운,강력한,신비로운,동물형,귀여운","어두운 인상과 강한 느낌을 주며, 일부 사람 얼굴과 유사할 수 있음."
스노우맨,8220001,https://mapledb.kr/search.php?q=8220001&t=mob,round,playful,7,2,5,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/8220001/render/stand,4,3,6,2,1,none,neutral,blob,bright,"귀여운,눈에 띄는,둥글고 부드러운,유머러스한,몬스터",사람 얼굴 닮은꼴 매칭 관점에서 귀여운 외형이지만 얼굴이 잘 보이지 않아 낮은 점수.
키메라,8220002,https://mapledb.kr/search.php?q=8220002&t=mob,round,mysterious,5,6,4,각지고 단단하며 기괴한 인상,https://maplestory.io/api/KMS/389/mob/8220002/render/stand,3,4,6,3,5,big,neutral,object,dark,"기괴한,신비로운,식물형,로봇,어두운","사람 얼굴과의 유사성은 낮지만, 기괴한 인상과 식물 요소가 독특함을 더함."
레비아탄,8220003,https://mapledb.kr/search.php?q=8220003&t=mob,long,strong,3,6,8,길쭉하고 강력한 인상의 드래곤,https://maplestory.io/api/KMS/389/mob/8220003/render/stand,4,7,2,5,1,sharp,neutral,animal,cool,"드래곤,강력한,신비로운,파란색,날개","레비아탄은 드래곤 형태로, 강력한 인상을 주지만 사람 얼굴과의 유사성은 낮음."
로우 다크스타,8500003,https://mapledb.kr/search.php?q=8500003&t=mob,round,mysterious,7,6,4,둥글고 음산한 인상,https://maplestory.io/api/KMS/389/mob/8500003/render/stand,3,5,6,2,1,big,none,blob,dark,"둥글다,음산하다,신비롭다,귀엽다,어두운",얼굴 형태가 둥글고 눈이 크지만 입이 없어 사람 닮은꼴 매칭이 낮음.
하이 다크스타,8500004,https://mapledb.kr/search.php?q=8500004&t=mob,round,mysterious,7,6,3,둥글고 말랑하지만 음산한 분위기를 가진 모습,https://maplestory.io/api/KMS/389/mob/8500004/render/stand,4,5,6,2,1,big,none,blob,dark,"둥글다,음산하다,귀엽다,신비롭다,어두운","둥글고 귀여운 외형이 사람 얼굴과의 매칭 가능성이 있지만, 얼굴이 잘 보이지 않아 낮은 점수를 받음."
피아누스,8510000,https://mapledb.kr/search.php?q=8510000&t=mob,round,dark,3,7,5,부드러운 타원형 외형이지만 음산하고 위협적인 인상,https://maplestory.io/api/KMS/389/mob/8510000/render/stand,4,6,7,5,1,sharp,neutral,fish,warm,"어류,위협적,어두운,부드러운,신비로운","어류 형태로 사람 얼굴과의 유사성은 낮지만, 위협적인 인상으로 인해 특정 특징이 매칭될 수 있음."
블러드붐,8510100,https://mapledb.kr/search.php?q=8510100&t=mob,round,dark,2,8,6,둥글고 검은 외형에 날카로운 가시가 돋아나 있으며 음산한 인상,https://maplestory.io/api/KMS/389/mob/8510100/render/stand,2,3,7,1,1,none,none,blob,dark,"어두운,신비로운,괴물,둥글고,가시가 있는","사람 얼굴과의 유사성이 낮고, 몬스터 특성이 강한 형태입니다."
자쿰,8800000,https://mapledb.kr/search.php?q=8800000&t=mob,sharp,dark,2,8,7,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/8800000/render/stand,3,2,8,1,1,none,neutral,object,neutral,"돌,어둠,강력함,무표정,상징적","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 얼굴이 보이지 않음."
그린 코니언,8810022,https://mapledb.kr/search.php?q=8810022&t=mob,sharp,strong,3,4,8,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/8810022/render/stand,4,6,3,5,1,sharp,neutral,humanoid,green,"전투적,강력한,각진,강한 인상,몬스터","강력한 인상을 주는 몬스터로, 사람 얼굴과의 닮은꼴 매칭은 낮은 편."
다크 코니언,8810023,https://mapledb.kr/search.php?q=8810023&t=mob,sharp,strong,2,8,9,각지고 단단하며 강한 전투적 인상,https://maplestory.io/api/KMS/389/mob/8810023/render/stand,4,3,6,5,1,none,neutral,humanoid,dark,"전투적,강함,신비로움,어둠,몬스터","강한 전투적 인상을 주지만, 얼굴이 잘 보이지 않아 사람 닮은꼴 매칭 점수는 낮음."
하인즈의 분신,9001001,https://mapledb.kr/search.php?q=9001001&t=mob,small,mysterious,5,3,7,부드러운 세로형 외형과 기묘한 분위기,https://maplestory.io/api/KMS/389/mob/9001001/render/stand,6,4,2,1,1,none,neutral,humanoid,cool,"마법사,신비로운,작은,고전적인,환상적인","작고 신비로운 마법사 캐릭터로, 사람 얼굴과의 유사성은 중간 정도."
헬레나의 분신,9001002,https://mapledb.kr/search.php?q=9001002&t=mob,small,calm,7,2,5,부드러운 세로형 외형으로 차분한 인상,https://maplestory.io/api/KMS/389/mob/9001002/render/stand,8,9,2,1,1,big,smile,humanoid,bright,"엘프,부드러운,차분한,귀여운,전사",부드러운 외형과 큰 눈으로 사람 얼굴 닮은꼴 매칭에 적합함.
다크로드의 분신,9001003,https://mapledb.kr/search.php?q=9001003&t=mob,round,mysterious,3,8,7,부드러운 타원형 외형에 음산한 인상을 주는 전투적 존재,https://maplestory.io/api/KMS/389/mob/9001003/render/stand,6,7,2,1,1,sharp,neutral,humanoid,dark,"다크,전투적,신비로운,닌자,강력한",어두운 분위기와 전투적인 외형이 사람의 얼굴과 닮은꼴 매칭에 적합함.
수련용 허수아비,9001007,https://mapledb.kr/search.php?q=9001007&t=mob,none,calm,2,1,3,각지고 단단하며 차분한 인상,https://maplestory.io/api/KMS/389/mob/9001007/render/stand,1,1,9,1,1,none,none,object,neutral,"목재,허수아비,무형,차분한,단단한","사람의 얼굴이 없는 형태로, 사람 닮은꼴 매칭에는 적합하지 않음."
슈퍼 슬라임,9100000,https://mapledb.kr/search.php?q=9100000&t=mob,round,cute,8,1,2,둥글고 말랑한 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9100000/render/stand,5,6,3,2,1,big,smile,blob,bright,"귀여운,둥글다,말랑하다,밝은색,단순한",둥글고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
울트라 주니어 네키,9100003,https://mapledb.kr/search.php?q=9100003&t=mob,round,cute,8,1,2,부드럽고 둥근 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9100003/render/stand,6,7,3,5,2,big,smile,animal,bright,"귀여운,동물,부드러운,둥근,밝은",부드럽고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
슈퍼 트릭스터,9100005,https://mapledb.kr/search.php?q=9100005&t=mob,round,playful,8,2,3,둥글고 부드러운 외형으로 귀여운 인상,https://maplestory.io/api/KMS/389/mob/9100005/render/stand,4,5,6,2,1,big,smile,blob,bright,"귀여운,장난스러운,둥글고 부드러운,눈이 큰,플랫한","귀여운 외형과 큰 눈으로 사람 얼굴 닮은꼴 매칭에 적합하지만, 전체적으로 몬스터의 특성으로 인해 낮은 점수를 받음."
슈퍼 그린 트릭스터,9100006,https://mapledb.kr/search.php?q=9100006&t=mob,round,playful,7,2,3,둥글고 기묘한 외형을 가진 몬스터,https://maplestory.io/api/KMS/389/mob/9100006/render/stand,4,6,5,2,1,big,smile,blob,green,"귀여운,기묘한,플레이풀,몬스터,둥글다",둥글고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
슈퍼 리본돼지,9100007,https://mapledb.kr/search.php?q=9100007&t=mob,round,playful,7,2,3,둥글고 부드러운 외형이지만 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9100007/render/stand,5,8,2,4,1,big,neutral,animal,bright,"귀여운,동물,둥글다,무표정,재미있다",둥글고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
슈퍼 검은 양,9100010,https://mapledb.kr/search.php?q=9100010&t=mob,round,dark,4,7,6,각지고 강한 인상의 음산한 몬스터,https://maplestory.io/api/KMS/389/mob/9100010/render/stand,5,7,2,6,1,sharp,neutral,animal,dark,"양,어두운,강한,귀여운,몬스터","어두운 느낌의 양 캐릭터로, 사람 얼굴과의 유사성은 중간 정도."
미믹,9300004,https://mapledb.kr/search.php?q=9300004&t=mob,square,strong,2,4,8,각지고 단단하며 전투적인 인상,https://maplestory.io/api/KMS/389/mob/9300004/render/stand,3,4,8,1,1,none,angry,object,bright,"전투적,강력한,각진,미믹,몬스터","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수를 받는 몬스터로, 주로 물체에 가까운 형태."
차원의 라츠,9300005,https://mapledb.kr/search.php?q=9300005&t=mob,round,cute,8,1,2,"둥글고 귀여운 외형, 순한 인상",https://maplestory.io/api/KMS/389/mob/9300005/render/stand,6,5,3,2,1,none,neutral,blob,bright,"귀여운,둥글다,순한,단순한,부드러운",부드럽고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
차원의 블록퍼스,9300007,https://mapledb.kr/search.php?q=9300007&t=mob,square,playful,5,2,4,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300007/render/stand,3,2,8,1,1,none,none,object,bright,"블록,장난감,귀여운,플레이풀,각진","사람 얼굴과의 유사성은 낮지만, 장난감 같은 형태로 귀여운 느낌을 줌."
차원의 블록골렘,9300009,https://mapledb.kr/search.php?q=9300009&t=mob,square,strong,2,3,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300009/render/stand,2,1,9,1,1,none,none,object,yellow,"블록,강함,기계,차원,무표정","사람 얼굴이 보이지 않아 닮은꼴 매칭이 어렵고, 주로 기계적이고 물체 같은 특징을 가짐."
알리샤르,9300012,https://mapledb.kr/search.php?q=9300012&t=mob,round,mysterious,4,5,3,"둥글고 기괴한 외형, 알 수 없는 분위기",https://maplestory.io/api/KMS/389/mob/9300012/render/stand,2,3,7,1,1,none,none,blob,neutral,"기괴한,둥글다,신비로운,몬스터,알리샤르","사람 얼굴 닮은꼴 매칭 관점에서 낮은 점수, 얼굴이 잘 보이지 않음."
차원의 킹 블록골렘,9300013,https://mapledb.kr/search.php?q=9300013&t=mob,square,strong,1,5,9,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300013/render/stand,2,2,8,1,1,none,none,object,dark,"강력한,각진,무표정,기계적,차원","사람 얼굴과의 유사성이 낮고, 기계적인 형태로 인해 사람 닮은꼴 매칭이 어렵다."
차원의 다크아이,9300014,https://mapledb.kr/search.php?q=9300014&t=mob,round,dark/mysterious,2,8,5,"둥글고 검은 외형, 음산한 분위기",https://maplestory.io/api/KMS/389/mob/9300014/render/stand,3,2,4,1,1,sharp,none,blob,dark,"어두운,신비로운,둥글다,눈이 날카롭다,무서운","사람 얼굴과의 유사성이 낮고, 주로 어두운 분위기를 가진 몬스터."
머슬스톤,9300020,https://mapledb.kr/search.php?q=9300020&t=mob,square,strong,2,3,8,각지고 단단하며 강한 인상,https://maplestory.io/api/KMS/389/mob/9300020/render/stand,4,3,7,1,1,none,neutral,object,neutral,"강한,각진,돌,무거운,단단한","머슬스톤은 강한 인상을 주지만, 사람 얼굴과의 유사성은 낮음."
블랙 나이트,9300022,https://mapledb.kr/search.php?q=9300022&t=mob,none,mysterious,2,9,7,부드럽지만 음산한 분위기를 가진 외형,https://maplestory.io/api/KMS/389/mob/9300022/render/stand,2,1,5,1,1,none,none,ghost,dark,"신비로운,어두운,강력한,무서운,형체 없는","얼굴이 보이지 않아 사람 닮은꼴 매칭이 낮지만, 신비로운 분위기로 인해 독특한 매칭 가능성 존재."
퍼펫골렘,9300024,https://mapledb.kr/search.php?q=9300024&t=mob,square,strong,2,5,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300024/render/stand,3,4,8,1,1,none,angry,object,neutral,"강력한,무표정,돌,괴물,퍼펫골렘","사람 얼굴과의 유사성이 낮고, 주로 사물에 가까운 형태."
가고일,9300025,https://mapledb.kr/search.php?q=9300025&t=mob,sharp,dark,2,8,7,각지고 단단하며 음산한 인상,https://maplestory.io/api/KMS/389/mob/9300025/render/stand,4,3,6,2,1,none,angry,humanoid,dark,"가고일,어둡고 음산한,강력한,괴물,비행","가고일은 사람 얼굴과의 유사성이 낮지만, 강력한 인상과 어두운 분위기로 인해 특정 특징이 사람과 매칭될 수 있음."
사자석상 A,9300029,https://mapledb.kr/search.php?q=9300029&t=mob,sharp,strong,2,6,8,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300029/render/stand,3,4,8,5,1,none,angry,object,neutral,"사자,석상,강함,무표정,각진","사람의 얼굴과는 거리가 있지만, 강한 인상을 주는 석상 형태로 매칭."
사자석상 B,9300030,https://mapledb.kr/search.php?q=9300030&t=mob,sharp,strong,2,6,8,각지고 단단하며 위압감 있는 인상,https://maplestory.io/api/KMS/389/mob/9300030/render/stand,3,4,8,6,1,none,angry,object,neutral,"사자,석상,강함,위압감,동물","사람 얼굴과의 유사성은 낮지만, 강한 인상을 주는 석상 형태로 매칭."
기사석상 A,9300031,https://mapledb.kr/search.php?q=9300031&t=mob,square,strong,1,3,9,각지고 단단하며 무표정한 인상,https://maplestory.io/api/KMS/389/mob/9300031/render/stand,2,1,8,1,1,none,none,object,neutral,"기사,석상,강함,무표정,중세","사람의 얼굴이 보이지 않아 닮은꼴 매칭이 어렵고, 석상 형태로 인해 사물에 가까운 특징을 가짐."
파파픽시,9300039,https://mapledb.kr/search.php?q=9300039&t=mob,round,cute,8,2,3,둥글고 귀여우며 부드러운 인상,https://maplestory.io/api/KMS/389/mob/9300039/render/stand,5,7,3,2,1,none,smile,blob,bright,"귀여운,둥글다,마법사,부드러운,유머러스",부드럽고 귀여운 인상으로 사람 얼굴과의 매칭 가능성이 있음.
여신 탑의 샐리온,9300040,https://mapledb.kr/search.php?q=9300040&t=mob,round,cute,8,1,3,"부드럽고 둥근 외형, 귀엽고 순한 인상",https://maplestory.io/api/KMS/389/mob/9300040/render/stand,6,8,2,5,1,big,smile,animal,bright,"귀여운,동물,부드러운,순한,환상적인",부드럽고 귀여운 외형으로 사람 얼굴과의 매칭 가능성이 있음.
여신 탑의 라이오너,9300043,https://mapledb.kr/search.php?q=9300043&t=mob,round,cute,8,2,4,부드러운 타원형으로 귀엽고 순한 인상,https://maplestory.io/api/KMS/389/mob/9300043/render/stand,6,8,2,7,1,big,smile,animal,bright,"귀여운,동물,부드러운,순한,타원형","부드러운 타원형의 귀여운 외모로 사람 얼굴과의 매칭이 가능하지만, 동물적인 특징이 더 강함."
여신 탑의 루나픽시,9300045,https://mapledb.kr/search.php?q=9300045&t=mob,round,playful,8,2,3,둥글고 부드러운 외형으로 기묘한 마법적 분위기를 가지고 있음,https://maplestory.io/api/KMS/389/mob/9300045/render/stand,5,7,2,1,1,big,neutral,blob,bright,"귀여운,마법,신비로운,둥글다,유쾌한",부드럽고 둥근 외형으로 사람 얼굴과의 유사성이 중간 정도로 평가됨.
여신 탑의 러스터픽시,9300047,https://mapledb.kr/search.php?q=9300047&t=mob,round,cute,9,1,2,"둥글고 귀여운 인상, 순한 표정의 마법사 스타일",https://maplestory.io/api/KMS/389/mob/9300047/render/stand,7,8,2,1,1,big,smile,blob,bright,"귀여운,마법사,둥글다,순한,밝은",둥글고 귀여운 인상으로 사람 얼굴 닮은꼴 테스트에 적합함.
여신 탑의 네펜데스,9300048,https://mapledb.kr/search.php?q=9300048&t=mob,round,mysterious,5,7,6,둥글고 말랑하지만 음산한 인상,https://maplestory.io/api/KMS/389/mob/9300048/render/stand,3,2,7,1,8,none,none,plant,bright,"식물,신비로운,어두운,강력한,귀여운","사람 얼굴과의 유사성은 낮지만, 식물 형태로서의 특징이 두드러짐."
여신 탑의 주니어 샐리온,9300051,https://mapledb.kr/search.php?q=9300051&t=mob,round,cute,8,2,3,여신 탑의 주니어 샐리온의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/KMS/389/mob/9300051/render/stand,6,8,2,5,1,big,smile,animal,bright,"귀여운,동물,작은,밝은,상상력","사람 얼굴과의 유사성이 있지만, 동물적인 특징이 더 두드러짐."
여신 탑의 주니어 라이오너,9300052,https://mapledb.kr/search.php?q=9300052&t=mob,round,cute,8,2,3,여신 탑의 주니어 라이오너의 외형과 분위기를 기반으로 한 메이플 몬스터 후보,https://maplestory.io/api/KMS/389/mob/9300052/render/stand,7,8,2,6,1,big,smile,animal,bright,"귀여운,동물,메이플스토리,몬스터,여신탑",귀여운 외형과 큰 눈으로 사람 얼굴 닮은꼴 매칭에 적합함.
